id,manufacturer_id,product_code,stock_product_name,color_code,color_name,size_code,size_name,quantity,incoming_quantity_1,incoming_date_1,incoming_quantity_2,incoming_date_2,incoming_quantity_3,incoming_date_3,category_id,is_published,brand_id,list_price,cost_price,jan_code,created_at,updated_at
stock_manu_0001_00004_002_01,manu_0001,00004,"インナーベスト グレー／Ｓ",002,グレー,01,Ｓ,0,,,,,,,,,,,,4529478399202,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_02,manu_0001,00004,"インナーベスト グレー／Ｍ",002,グレー,02,Ｍ,0,,,,,,,,,,,,4529478399219,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_03,manu_0001,00004,"インナーベスト グレー／Ｌ",002,グレー,03,Ｌ,0,,,,,,,,,,,,4529478399226,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_04,manu_0001,00004,"インナーベスト グレー／ＬＬ",002,グレー,04,ＬＬ,0,,,,,,,,,,,,4529478399233,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_06,manu_0001,00004,"インナーベスト グレー／３Ｌ",002,グレー,06,３Ｌ,0,,,,,,,,,,,,4529478399240,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_09,manu_0001,00004,"インナーベスト グレー／４Ｌ",002,グレー,09,４Ｌ,0,,,,,,,,,,,,4529478399257,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_47,manu_0001,00004,"インナーベスト グレー／５Ｌ",002,グレー,47,５Ｌ,0,,,,,,,,,,,,4529478399264,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_002_51,manu_0001,00004,"インナーベスト グレー／ＳＳ",002,グレー,51,ＳＳ,0,,,,,,,,,,,,4529478399271,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_01,manu_0001,00004,"インナーベスト ブラック／Ｓ",005,ブラック,01,Ｓ,0,,,,,,,,,,,,4529478399288,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_02,manu_0001,00004,"インナーベスト ブラック／Ｍ",005,ブラック,02,Ｍ,0,,,,,,,,,,,,4529478399295,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_03,manu_0001,00004,"インナーベスト ブラック／Ｌ",005,ブラック,03,Ｌ,0,,,,,,,,,,,,4529478399301,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_04,manu_0001,00004,"インナーベスト ブラック／ＬＬ",005,ブラック,04,ＬＬ,0,,,,,,,,,,,,4529478399318,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_06,manu_0001,00004,"インナーベスト ブラック／３Ｌ",005,ブラック,06,３Ｌ,0,,,,,,,,,,,,4529478399325,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_09,manu_0001,00004,"インナーベスト ブラック／４Ｌ",005,ブラック,09,４Ｌ,0,,,,,,,,,,,,4529478399332,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_47,manu_0001,00004,"インナーベスト ブラック／５Ｌ",005,ブラック,47,５Ｌ,0,,,,,,,,,,,,4529478399349,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_005_51,manu_0001,00004,"インナーベスト ブラック／ＳＳ",005,ブラック,51,ＳＳ,0,,,,,,,,,,,,4529478399356,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_01,manu_0001,00004,"インナーベスト ネイビー／Ｓ",031,ネイビー,01,Ｓ,0,,,,,,,,,,,,4529478399363,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_02,manu_0001,00004,"インナーベスト ネイビー／Ｍ",031,ネイビー,02,Ｍ,0,,,,,,,,,,,,4529478399370,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_03,manu_0001,00004,"インナーベスト ネイビー／Ｌ",031,ネイビー,03,Ｌ,0,,,,,,,,,,,,4529478399387,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_04,manu_0001,00004,"インナーベスト ネイビー／ＬＬ",031,ネイビー,04,ＬＬ,0,,,,,,,,,,,,4529478399394,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_06,manu_0001,00004,"インナーベスト ネイビー／３Ｌ",031,ネイビー,06,３Ｌ,0,,,,,,,,,,,,4529478399400,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_09,manu_0001,00004,"インナーベスト ネイビー／４Ｌ",031,ネイビー,09,４Ｌ,0,,,,,,,,,,,,4529478399417,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_47,manu_0001,00004,"インナーベスト ネイビー／５Ｌ",031,ネイビー,47,５Ｌ,0,,,,,,,,,,,,4529478399424,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00004_031_51,manu_0001,00004,"インナーベスト ネイビー／ＳＳ",031,ネイビー,51,ＳＳ,0,,,,,,,,,,,,4529478399431,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_001_03,manu_0001,00007,"メッシュビブス ホワイト／Ｌ",001,ホワイト,03,Ｌ,5455,,,,,,,,,,,,4529478188479,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_001_45,manu_0001,00007,"メッシュビブス ホワイト／ＸＸＬ",001,ホワイト,45,ＸＸＬ,299,,,,,,,,,,,,4529478114386,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_001_93,manu_0001,00007,"メッシュビブス ホワイト／ＪＬ",001,ホワイト,93,ＪＬ,0,,,,,,,,,,,,4529478114393,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_005_03,manu_0001,00007,"メッシュビブス ブラック／Ｌ",005,ブラック,03,Ｌ,3497,,,,,,,,,,,,4529478188486,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_005_45,manu_0001,00007,"メッシュビブス ブラック／ＸＸＬ",005,ブラック,45,ＸＸＬ,427,,,,,,,,,,,,4529478114416,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_005_93,manu_0001,00007,"メッシュビブス ブラック／ＪＬ",005,ブラック,93,ＪＬ,0,,,,,,,,,,,,4529478114423,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_010_03,manu_0001,00007,"メッシュビブス レッド／Ｌ",010,レッド,03,Ｌ,7724,,,,,,,,,,,,4529478188493,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_010_45,manu_0001,00007,"メッシュビブス レッド／ＸＸＬ",010,レッド,45,ＸＸＬ,4019,,,,,,,,,,,,4529478114447,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_010_93,manu_0001,00007,"メッシュビブス レッド／ＪＬ",010,レッド,93,ＪＬ,0,,,,,,,,,,,,4529478114454,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_030_03,manu_0001,00007,"メッシュビブス ブルー／Ｌ",030,ブルー,03,Ｌ,9413,,,,,,,,,,,,4529478188509,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_030_45,manu_0001,00007,"メッシュビブス ブルー／ＸＸＬ",030,ブルー,45,ＸＸＬ,5035,,,,,,,,,,,,4529478114478,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_046_03,manu_0001,00007,"メッシュビブス 蛍光グリーン／Ｌ",046,蛍光グリーン,03,Ｌ,10030,,,,,,,,,,,,4529478188516,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_046_45,manu_0001,00007,"メッシュビブス 蛍光グリーン／ＸＸＬ",046,蛍光グリーン,45,ＸＸＬ,4654,,,,,,,,,,,,4529478114508,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_047_03,manu_0001,00007,"メッシュビブス 蛍光イエロー／Ｌ",047,蛍光イエロー,03,Ｌ,13211,,,,,,,,,,,,4529478188523,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_047_45,manu_0001,00007,"メッシュビブス 蛍光イエロー／ＸＸＬ",047,蛍光イエロー,45,ＸＸＬ,6935,,,,,,,,,,,,4529478114539,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_048_03,manu_0001,00007,"メッシュビブス 蛍光オレンジ／Ｌ",048,蛍光オレンジ,03,Ｌ,7603,,,,,,,,,,,,4529478188530,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_048_45,manu_0001,00007,"メッシュビブス 蛍光オレンジ／ＸＸＬ",048,蛍光オレンジ,45,ＸＸＬ,1206,,,,,,,,,,,,4529478114560,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00007_048_93,manu_0001,00007,"メッシュビブス 蛍光オレンジ／ＪＬ",048,蛍光オレンジ,93,ＪＬ,0,,,,,,,,,,,,4529478114577,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_001_07,manu_0001,00008,"ベーシックカラーベスト ホワイト／ＸＬ",001,ホワイト,07,ＸＬ,21,,,,,,,,,,,,4529478399448,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_001_62,manu_0001,00008,"ベーシックカラーベスト ホワイト／２ＸＬ",001,ホワイト,62,２ＸＬ,150,,,,,,,,,,,,4529478399462,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_005_08,manu_0001,00008,"ベーシックカラーベスト ブラック／Ｆ",005,ブラック,08,Ｆ,9,,,,,,,,,,,,4529478399486,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_010_07,manu_0001,00008,"ベーシックカラーベスト レッド／ＸＬ",010,レッド,07,ＸＬ,988,,,,,,,,,,,,4529478399509,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_010_08,manu_0001,00008,"ベーシックカラーベスト レッド／Ｆ",010,レッド,08,Ｆ,275,,,,,,,,,,,,4529478399516,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_015_08,manu_0001,00008,"ベーシックカラーベスト オレンジ／Ｆ",015,オレンジ,08,Ｆ,28,,,,,,,,,,,,4529478399547,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_020_07,manu_0001,00008,"ベーシックカラーベスト イエロー／ＸＬ",020,イエロー,07,ＸＬ,1179,,,,,,,,,,,,4529478399561,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_025_07,manu_0001,00008,"ベーシックカラーベスト グリーン／ＸＬ",025,グリーン,07,ＸＬ,286,,,,,,,,,,,,4529478399592,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_046_07,manu_0001,00008,"ベーシックカラーベスト 蛍光グリーン／ＸＬ",046,蛍光グリーン,07,ＸＬ,1033,,,,,,,,,,,,4529478399684,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_046_62,manu_0001,00008,"ベーシックカラーベスト 蛍光グリーン／２ＸＬ",046,蛍光グリーン,62,２ＸＬ,554,,,,,,,,,,,,4529478399707,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00008_047_07,manu_0001,00008,"ベーシックカラーベスト 蛍光イエロー／ＸＬ",047,蛍光イエロー,07,ＸＬ,886,,,,,,,,,,,,4529478399714,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00033_001_01,manu_0001,00033,"アクティブコート ホワイト／Ｓ",001,ホワイト,01,Ｓ,109,,,,,,,,,,,,4529478075663,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00033_001_02,manu_0001,00033,"アクティブコート ホワイト／Ｍ",001,ホワイト,02,Ｍ,403,,,,,,,,,,,,4529478051957,"2025-11-13 05:56:39","2025-11-13 05:56:39"
stock_manu_0001_00033_001_03,manu_0001,00033,"アクティブコート ホワイト／Ｌ",001,ホワイト,03,Ｌ,817,,,,,,,,,,,,4529478051971,"2025-11-13 05:56:39","2025-11-13 05:56:39"
