id,manufacturer_id,product_code,stock_product_name,color_code,color_name,size_code,size_name,quantity,incoming_quantity_1,incoming_date_1,incoming_quantity_2,incoming_date_2,incoming_quantity_3,incoming_date_3,category_id,is_published,brand_id,list_price,cost_price,jan_code,created_at,updated_at
stock_manu_0003_1155_54_F,manu_0003,1155,"Baseball Low Cap-denim-light blue",54,"light blue",F,F,0,,,,,,,,,,,,4589974667571,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1155_55_F,manu_0003,1155,"Baseball Low Cap-denim-dark blue",55,"dark blue",F,F,40,,,,,,,,,,,,4589974667588,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1155_56_F,manu_0003,1155,"Baseball Low Cap-denim-black",56,black,F,F,57,,,,,,,,,,,,4589974667595,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1155_57_F,manu_0003,1155,"Baseball Low Cap-denim-dark black",57,"dark black",F,F,37,,,,,,,,,,,,4589974667601,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_1_F,manu_0003,1400,"Baseball Low Cap-twill-black",1,black,F,F,34,,,,,,,,,,,,4589974667410,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_2_F,manu_0003,1400,"Baseball Low Cap-twill-navy",2,navy,F,F,38,,,,,,,,,,,,4589974667427,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_4_F,manu_0003,1400,"Baseball Low Cap-twill-khaki",4,khaki,F,F,28,,,,,,,,,,,,4589974667434,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_5_F,manu_0003,1400,"Baseball Low Cap-twill-white",5,white,F,F,42,,,,,,,,,,,,4589974667441,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_6_F,manu_0003,1400,"Baseball Low Cap-twill-putty",6,putty,F,F,46,,,,,,,,,,,,4589974667458,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_7_F,manu_0003,1400,"Baseball Low Cap-twill-olive",7,olive,F,F,0,,,,,,,,,,,,4589974667465,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_8_F,manu_0003,1400,"Baseball Low Cap-twill-grey",8,grey,F,F,43,,,,,,,,,,,,4589974667472,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_12_F,manu_0003,1400,"Baseball Low Cap-twill-light pink",12,"light pink",F,F,27,,,,,,,,,,,,4589974667489,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_15_F,manu_0003,1400,"Baseball Low Cap-twill-charcoal",15,charcoal,F,F,0,,,,,,,,,,,,4589974667496,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_17_F,manu_0003,1400,"Baseball Low Cap-twill-light yellow",17,"light yellow",F,F,44,,,,,,,,,,,,4589974667502,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_18_F,manu_0003,1400,"Baseball Low Cap-twill-dark brown",18,"dark brown",F,F,5,,,,,,,,,,,,4589974667519,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_19_F,manu_0003,1400,"Baseball Low Cap-twill-copper",19,copper,F,F,56,,,,,,,,,,,,4589974667526,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_31_F,manu_0003,1400,"Baseball Low Cap-twill-denim blu",31,"denim blu",F,F,46,,,,,,,,,,,,4589974667533,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_41_F,manu_0003,1400,"Baseball Low Cap-twill-blue mint",41,"blue mint",F,F,30,,,,,,,,,,,,4589974667540,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_42_F,manu_0003,1400,"Baseball Low Cap-twill-mauve",42,mauve,F,F,12,,,,,,,,,,,,4589974667557,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1400_43_F,manu_0003,1400,"Baseball Low Cap-twill-cinnamon",43,cinnamon,F,F,5,,,,,,,,,,,,4589974667564,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_1_S/M,manu_0003,1500,"Bucket Hat-twill-black",1,black,S/M,S/M,48,,,,,,,,,,,,4589974668134,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_1_L/XL,manu_0003,1500,"Bucket Hat-twill-black",1,black,L/XL,L/XL,65,,,,,,,,,,,,4589974668141,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_2_S/M,manu_0003,1500,"Bucket Hat-twill-navy",2,navy,S/M,S/M,32,,,,,,,,,,,,4589974668158,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_2_L/XL,manu_0003,1500,"Bucket Hat-twill-navy",2,navy,L/XL,L/XL,39,,,,,,,,,,,,4589974668165,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_3_S/M,manu_0003,1500,"Bucket Hat-twill-khaki",3,khaki,S/M,S/M,26,,,,,,,,,,,,4589974668172,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_3_L/XL,manu_0003,1500,"Bucket Hat-twill-khaki",3,khaki,L/XL,L/XL,37,,,,,,,,,,,,4589974668189,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_4_S/M,manu_0003,1500,"Bucket Hat-twill-white",4,white,S/M,S/M,35,,,,,,,,,,,,4589974668196,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_4_L/XL,manu_0003,1500,"Bucket Hat-twill-white",4,white,L/XL,L/XL,33,,,,,,,,,,,,4589974668202,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_5_S/M,manu_0003,1500,"Bucket Hat-twill-putty",5,putty,S/M,S/M,32,,,,,,,,,,,,4589974668219,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_5_L/XL,manu_0003,1500,"Bucket Hat-twill-putty",5,putty,L/XL,L/XL,34,,,,,,,,,,,,4589974668226,"2025-11-13 06:37:13","2025-11-13 06:37:13"
stock_manu_0003_1500_6_S/M,manu_0003,1500,"Bucket Hat-twill-olive",6,olive,S/M,S/M,31,,,,,,,,,,,,4589974668233,"2025-11-13 06:37:13","2025-11-13 06:37:13"
